id,name,level,image,actif,passif
6654,Kabahal,220,https://api.dofusdb.fr/img/monsters/2192.png,,
6783,Servitude,220,https://api.dofusdb.fr/img/monsters/1958.png,,
6792,L'Éternel Conflit,220,https://api.dofusdb.fr/img/monsters/2236.png,,"Invulnérable 🛡️ | L'Eternel Conflit devient vulnérable lorsque ses 2 états passent à 10. | Une fois les deux états 10 atteints, le Boss passe vulnérablé 2 tours. Passé ce délai, vous pourrez ensuite réitérer la manœuvre mais aussituer Braklotin à distance pour rendre EC vulnérable en mêléeoutuer Bonraphin en mêlée pour rendre EC vulnérable à distance. | Finir son tour sans aucun monstre Cauchemardesque en ligne de vue invoque un Cauchemar, créature encombrante."
6903,Directeur Grunob,50,https://api.dofusdb.fr/img/monsters/2279.png,,
7197,Rakoopeur,50,https://api.dofusdb.fr/img/monsters/2319.png,,
7210,Belladone,220,https://api.dofusdb.fr/img/monsters/2325.png,,
7219,Barbéryl Clochecuivre,190,https://api.dofusdb.fr/img/monsters/2331.png,,
8037,Déchireuse,220,https://api.dofusdb.fr/img/monsters/2514.png,,Invulnérable 🛡️ | Se téléporte au début de tour sur les personnages dans sa ligne de vue. | La Déchireuse devient vulnérable lorsque le déclenchable d'un des monstres qui l'accompagne lui confère le bonus de son passif à travers l'Autel. Le monstre à déclencher dépend de la Saison dans laquelle on se trouve. Déclencher un monstre revient à le frapper 5 fois. | La Déchireuse a2 phases. Elle n'est pas invulnérable lors de sa seconde phase.
8047,Vénérable Endormi,220,https://api.dofusdb.fr/img/monsters/2488.png,,Invulnérable 🛡️ | Ne peut être porté. | Devient vulnérable lorsqu'il est réveillé.
8052,Supervizœuf,170,https://api.dofusdb.fr/img/monsters/2507.png,,Invulnérable 🛡️ | Le Boss passe vulnérable lorsque 4 œufs issus de l'invocation des monstres explosent sur lui. | L'œuf de Balebz doit exploser avec le Supervizoeuf comme entité la plus proche. Le Quadrabz doit exploser à 2 cases du Supervizoeuf. Les autres au contact.
8063,Ganos,200,https://api.dofusdb.fr/img/monsters/2516.png,,Possède 2 seuils de PV à 70% et à 30% de ses points de vie.
